row_id,phase,parent_issue,issue_number,title,tracker_state,deferred_allowed,deferred_target,scope_verdict,docs_verdict,sdk_ffi_verdict,examples_verdict,cleanup_verdict,severity,repo_evidence,ci_evidence,next_action
P122,phase2,,122,F07: Scene Management,CLOSED,false,,Child scope is merged and the current repo audit does not show a parent-specific functional regression under this feature parent.,Feature docs and release guides now exist at the parent level; no additional parent-specific docs blocker was found here.,SDK and FFI surfaces for the shipped scope are present; remaining release-wide generator work is tracked elsewhere.,Flappy Bird and Feature Lab parity provide release-level example proof across supported languages.,Comment on the parent with the audit verdict and close it unless a child-specific blocker reappears.,medium,docs/src/features; examples/README.md; examples/*/feature_lab,cargo test --workspace --quiet; cargo run -p feature-lab; python3 examples/python/feature_lab.py; DOTNET_ROOT_X64=/usr/local/share/dotnet/x64 /usr/local/share/dotnet/x64/dotnet test sdks/csharp.tests/GoudEngine.Tests.csproj -v minimal; cd sdks/typescript && npm test,Post parent reconciliation comment and close the issue if GitHub state has not already been normalized.
I202,phase2,122,202,F07-01: Multiple worlds/scenes support,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I203,phase2,122,203,F07-02: Scene loading and unloading,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I204,phase2,122,204,F07-03: Scene serialization (save/load),CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I206,phase2,122,206,F07-04: Prefab system (entity templates),CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I208,phase2,122,208,F07-05: Scene transitions,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I219,phase2,122,219,F07-06: Expose scene management via FFI,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I222,phase2,122,222,F07-07: Scene management in all SDKs,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
P123,phase2,,123,F08: UI Framework,CLOSED,false,,Child scope is merged and the current repo audit does not show a parent-specific functional regression under this feature parent.,Feature docs and release guides now exist at the parent level; no additional parent-specific docs blocker was found here.,SDK and FFI surfaces for the shipped scope are present; remaining release-wide generator work is tracked elsewhere.,Flappy Bird and Feature Lab parity provide release-level example proof across supported languages.,Comment on the parent with the audit verdict and close it unless a child-specific blocker reappears.,medium,docs/src/features; examples/README.md; examples/*/feature_lab,cargo test --workspace --quiet; cargo run -p feature-lab; python3 examples/python/feature_lab.py; DOTNET_ROOT_X64=/usr/local/share/dotnet/x64 /usr/local/share/dotnet/x64/dotnet test sdks/csharp.tests/GoudEngine.Tests.csproj -v minimal; cd sdks/typescript && npm test,Post parent reconciliation comment and close the issue if GitHub state has not already been normalized.
I233,phase2,123,233,F08-01: UI component system,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I236,phase2,123,236,F08-02: Layout engine (flex-like),CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I244,phase2,123,244,F08-04: Input handling for UI,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I240,phase2,123,240,F08-03: Basic widgets,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I248,phase2,123,248,F08-05: UI theming/styling system,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I257,phase2,123,257,F08-06: UI rendering integration,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I259,phase2,123,259,F08-07: Expose UI via FFI,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I261,phase2,123,261,F08-08: UI in all SDKs,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
P125,phase2,,125,F10: ECS Improvements,CLOSED,false,,Child scope is merged and the current repo audit does not show a parent-specific functional regression under this feature parent.,Feature docs and release guides now exist at the parent level; no additional parent-specific docs blocker was found here.,SDK and FFI surfaces for the shipped scope are present; remaining release-wide generator work is tracked elsewhere.,Flappy Bird and Feature Lab parity provide release-level example proof across supported languages.,Comment on the parent with the audit verdict and close it unless a child-specific blocker reappears.,medium,docs/src/features; examples/README.md; examples/*/feature_lab,cargo test --workspace --quiet; cargo run -p feature-lab; python3 examples/python/feature_lab.py; DOTNET_ROOT_X64=/usr/local/share/dotnet/x64 /usr/local/share/dotnet/x64/dotnet test sdks/csharp.tests/GoudEngine.Tests.csproj -v minimal; cd sdks/typescript && npm test,Post parent reconciliation comment and close the issue if GitHub state has not already been normalized.
I164,phase2,125,164,"F10-01: Change detection (Changed<T>, Added<T>)",CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I165,phase2,125,165,F10-02: EventReader<T> / EventWriter<T>,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I166,phase2,125,166,F10-03: Optional component queries (Option<&T>),CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I182,phase2,125,182,F10-09: Query caching between frames,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I167,phase2,125,167,F10-04: 3D hierarchy transform propagation,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I168,phase2,125,168,F10-05: Entity cloning / prefab instantiation,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I179,phase2,125,179,F10-06: Plugin system,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I180,phase2,125,180,F10-07: Default systems,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I181,phase2,125,181,F10-08: Non-send resources,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I183,phase2,125,183,F10-10: System sets and ordering groups,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
P126,phase2,,126,F11: Asset System Completion,CLOSED,false,,Child scope is merged and the current repo audit does not show a parent-specific functional regression under this feature parent.,Feature docs and release guides now exist at the parent level; no additional parent-specific docs blocker was found here.,SDK and FFI surfaces for the shipped scope are present; remaining release-wide generator work is tracked elsewhere.,Flappy Bird and Feature Lab parity provide release-level example proof across supported languages.,Comment on the parent with the audit verdict and close it unless a child-specific blocker reappears.,medium,docs/src/features; examples/README.md; examples/*/feature_lab,cargo test --workspace --quiet; cargo run -p feature-lab; python3 examples/python/feature_lab.py; DOTNET_ROOT_X64=/usr/local/share/dotnet/x64 /usr/local/share/dotnet/x64/dotnet test sdks/csharp.tests/GoudEngine.Tests.csproj -v minimal; cd sdks/typescript && npm test,Post parent reconciliation comment and close the issue if GitHub state has not already been normalized.
I195,phase2,126,195,F11-01: Async asset loading,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I197,phase2,126,197,F11-02: Asset dependency tracking and cascade reload,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I199,phase2,126,199,F11-03: Tiled map loader and renderer,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I200,phase2,126,200,"F11-04: Mesh asset loader (GLTF, OBJ)",CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I201,phase2,126,201,F11-05: Material asset type,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I213,phase2,126,213,F11-06: Animation asset type,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I216,phase2,126,216,"F11-07: Config asset type (JSON, TOML)",CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I220,phase2,126,220,F11-08: Asset packaging for distribution,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I225,phase2,126,225,"F11-09: Compressed texture support (DDS, BC)",CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I228,phase2,126,228,F11-10: Reference counting for asset handles,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I234,phase2,126,234,F11-11: Fallback/default assets on load failure,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I238,phase2,126,238,F11-12: Virtual filesystem abstraction,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
P127,phase2,,127,F12: Error Handling Overhaul,CLOSED,false,,Child scope is merged and the current repo audit does not show a parent-specific functional regression under this feature parent.,Feature docs and release guides now exist at the parent level; no additional parent-specific docs blocker was found here.,SDK and FFI surfaces for the shipped scope are present; remaining release-wide generator work is tracked elsewhere.,Flappy Bird and Feature Lab parity provide release-level example proof across supported languages.,Comment on the parent with the audit verdict and close it unless a child-specific blocker reappears.,medium,docs/src/features; examples/README.md; examples/*/feature_lab,cargo test --workspace --quiet; cargo run -p feature-lab; python3 examples/python/feature_lab.py; DOTNET_ROOT_X64=/usr/local/share/dotnet/x64 /usr/local/share/dotnet/x64/dotnet test sdks/csharp.tests/GoudEngine.Tests.csproj -v minimal; cd sdks/typescript && npm test,Post parent reconciliation comment and close the issue if GitHub state has not already been normalized.
I242,phase2,127,242,F12-01: Structured error types across FFI,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I246,phase2,127,246,F12-02: Error context propagation,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I250,phase2,127,250,F12-03: Error recovery strategies documentation,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I264,phase2,127,264,F12-04: SDK error types,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I266,phase2,127,266,F12-05: Error logging integration,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I269,phase2,127,269,F12-06: Debug/diagnostic mode,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
P136,phase2_phase5,,136,F21: Debugging & Profiling Tools,OPEN,false,,Still open backlog work outside the completed Phase 0-2 release proof on this branch; no new implementation landed here during this remediation pass.,No new documentation work was added for this open backlog item during the Phase 0-2 remediation.,No new SDK or FFI change was made for this still-open backlog item.,No new example coverage was added specifically for this backlog item.,Leave open and do not treat it as complete merely because adjacent Phase 0-2 work is green.,medium,Current branch audit found F21: Debugging & Profiling Tools still open with no closing implementation on this branch.,n/a - not part of the green release matrix for this remediation branch,Keep in backlog or move under the next release wave; do not silently absorb it into #114 completion.
I205,phase2_phase5,136,205,F21-01: FPS counter / debug overlay,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I231,phase2_phase5,136,231,F21-08: Performance benchmark suite,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I207,phase2_phase5,136,207,F21-02: Frame profiler (CPU time per system),OPEN,false,,Still open backlog work outside the completed Phase 0-2 release proof on this branch; no new implementation landed here during this remediation pass.,No new documentation work was added for this open backlog item during the Phase 0-2 remediation.,No new SDK or FFI change was made for this still-open backlog item.,No new example coverage was added specifically for this backlog item.,Leave open and do not treat it as complete merely because adjacent Phase 0-2 work is green.,low,Current branch audit found F21-02: Frame profiler (CPU time per system) still open with no closing implementation on this branch.,n/a - not part of the green release matrix for this remediation branch,Keep in backlog or move under the next release wave; do not silently absorb it into #114 completion.
I209,phase2_phase5,136,209,F21-03: Debug draw API (wireframe shapes),OPEN,false,,Still open backlog work outside the completed Phase 0-2 release proof on this branch; no new implementation landed here during this remediation pass.,No new documentation work was added for this open backlog item during the Phase 0-2 remediation.,No new SDK or FFI change was made for this still-open backlog item.,No new example coverage was added specifically for this backlog item.,Leave open and do not treat it as complete merely because adjacent Phase 0-2 work is green.,low,Current branch audit found F21-03: Debug draw API (wireframe shapes) still open with no closing implementation on this branch.,n/a - not part of the green release matrix for this remediation branch,Keep in backlog or move under the next release wave; do not silently absorb it into #114 completion.
I210,phase2_phase5,136,210,F21-04: Render statistics,OPEN,false,,Still open backlog work outside the completed Phase 0-2 release proof on this branch; no new implementation landed here during this remediation pass.,No new documentation work was added for this open backlog item during the Phase 0-2 remediation.,No new SDK or FFI change was made for this still-open backlog item.,No new example coverage was added specifically for this backlog item.,Leave open and do not treat it as complete merely because adjacent Phase 0-2 work is green.,low,Current branch audit found F21-04: Render statistics still open with no closing implementation on this branch.,n/a - not part of the green release matrix for this remediation branch,Keep in backlog or move under the next release wave; do not silently absorb it into #114 completion.
I211,phase2_phase5,136,211,F21-05: Memory usage tracking,OPEN,false,,Still open backlog work outside the completed Phase 0-2 release proof on this branch; no new implementation landed here during this remediation pass.,No new documentation work was added for this open backlog item during the Phase 0-2 remediation.,No new SDK or FFI change was made for this still-open backlog item.,No new example coverage was added specifically for this backlog item.,Leave open and do not treat it as complete merely because adjacent Phase 0-2 work is green.,low,Current branch audit found F21-05: Memory usage tracking still open with no closing implementation on this branch.,n/a - not part of the green release matrix for this remediation branch,Keep in backlog or move under the next release wave; do not silently absorb it into #114 completion.
I229,phase2_phase5,136,229,F21-06: Entity/component inspector (runtime),OPEN,false,,Still open backlog work outside the completed Phase 0-2 release proof on this branch; no new implementation landed here during this remediation pass.,No new documentation work was added for this open backlog item during the Phase 0-2 remediation.,No new SDK or FFI change was made for this still-open backlog item.,No new example coverage was added specifically for this backlog item.,Leave open and do not treat it as complete merely because adjacent Phase 0-2 work is green.,low,Current branch audit found F21-06: Entity/component inspector (runtime) still open with no closing implementation on this branch.,n/a - not part of the green release matrix for this remediation branch,Keep in backlog or move under the next release wave; do not silently absorb it into #114 completion.
I230,phase2_phase5,136,230,F21-07: Expose debug tools via FFI,OPEN,false,,Still open backlog work outside the completed Phase 0-2 release proof on this branch; no new implementation landed here during this remediation pass.,No new documentation work was added for this open backlog item during the Phase 0-2 remediation.,No new SDK or FFI change was made for this still-open backlog item.,No new example coverage was added specifically for this backlog item.,Leave open and do not treat it as complete merely because adjacent Phase 0-2 work is green.,low,Current branch audit found F21-07: Expose debug tools via FFI still open with no closing implementation on this branch.,n/a - not part of the green release matrix for this remediation branch,Keep in backlog or move under the next release wave; do not silently absorb it into #114 completion.
P137,phase2_phase5,,137,F22: Testing & Quality,OPEN,false,,Still open backlog work outside the completed Phase 0-2 release proof on this branch; no new implementation landed here during this remediation pass.,No new documentation work was added for this open backlog item during the Phase 0-2 remediation.,No new SDK or FFI change was made for this still-open backlog item.,No new example coverage was added specifically for this backlog item.,Leave open and do not treat it as complete merely because adjacent Phase 0-2 work is green.,medium,Current branch audit found F22: Testing & Quality still open with no closing implementation on this branch.,n/a - not part of the green release matrix for this remediation branch,Keep in backlog or move under the next release wave; do not silently absorb it into #114 completion.
I255,phase2_phase5,137,255,F22-04: Code coverage reporting (80%+ target),CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I251,phase2_phase5,137,251,F22-01: Headless renderer for CI,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I253,phase2_phase5,137,253,F22-02: FFI safety test suite,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I254,phase2_phase5,137,254,F22-03: Integration test suite (cross-layer),CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I256,phase2_phase5,137,256,F22-05: Performance regression detection,OPEN,false,,Still open backlog work outside the completed Phase 0-2 release proof on this branch; no new implementation landed here during this remediation pass.,No new documentation work was added for this open backlog item during the Phase 0-2 remediation.,No new SDK or FFI change was made for this still-open backlog item.,No new example coverage was added specifically for this backlog item.,Leave open and do not treat it as complete merely because adjacent Phase 0-2 work is green.,low,Current branch audit found F22-05: Performance regression detection still open with no closing implementation on this branch.,n/a - not part of the green release matrix for this remediation branch,Keep in backlog or move under the next release wave; do not silently absorb it into #114 completion.
I267,phase2_phase5,137,267,F22-06: Fuzz testing for FFI boundary,OPEN,false,,Still open backlog work outside the completed Phase 0-2 release proof on this branch; no new implementation landed here during this remediation pass.,No new documentation work was added for this open backlog item during the Phase 0-2 remediation.,No new SDK or FFI change was made for this still-open backlog item.,No new example coverage was added specifically for this backlog item.,Leave open and do not treat it as complete merely because adjacent Phase 0-2 work is green.,low,Current branch audit found F22-06: Fuzz testing for FFI boundary still open with no closing implementation on this branch.,n/a - not part of the green release matrix for this remediation branch,Keep in backlog or move under the next release wave; do not silently absorb it into #114 completion.
I270,phase2_phase5,137,270,F22-07: Security audit for unsafe code,OPEN,false,,Still open backlog work outside the completed Phase 0-2 release proof on this branch; no new implementation landed here during this remediation pass.,No new documentation work was added for this open backlog item during the Phase 0-2 remediation.,No new SDK or FFI change was made for this still-open backlog item.,No new example coverage was added specifically for this backlog item.,Leave open and do not treat it as complete merely because adjacent Phase 0-2 work is green.,low,Current branch audit found F22-07: Security audit for unsafe code still open with no closing implementation on this branch.,n/a - not part of the green release matrix for this remediation branch,Keep in backlog or move under the next release wave; do not silently absorb it into #114 completion.
I273,phase2_phase5,137,273,F22-08: Memory leak detection (valgrind/miri),OPEN,false,,Still open backlog work outside the completed Phase 0-2 release proof on this branch; no new implementation landed here during this remediation pass.,No new documentation work was added for this open backlog item during the Phase 0-2 remediation.,No new SDK or FFI change was made for this still-open backlog item.,No new example coverage was added specifically for this backlog item.,Leave open and do not treat it as complete merely because adjacent Phase 0-2 work is green.,low,Current branch audit found F22-08: Memory leak detection (valgrind/miri) still open with no closing implementation on this branch.,n/a - not part of the green release matrix for this remediation branch,Keep in backlog or move under the next release wave; do not silently absorb it into #114 completion.
P140,phase2,,140,F25: Networking System,CLOSED,false,#361|#366|#378|#380|#382,"Closed on GitHub for Alpha v1 scope after the in-scope networking work landed and the explicit post-alpha items stayed deferred.","Docs describe client-only web networking and hosting limits explicitly.","Generated networking wrappers are present across C#, Python, TypeScript desktop, and TypeScript web, and the browser runtime smoke is now part of the proof set.","Browser parity now includes a live-host runtime smoke assertion for the web target.","Closed with tracker comment documenting the explicit deferred post-alpha networking children.",critical,"goud_engine/src/wasm/network.rs; sdks/typescript/src/generated/web/index.g.ts; docs/src/guides/web-platform-gotchas.md; sdks/typescript/test/web-network-runtime-smoke.test.mjs; examples/typescript/feature_lab/web-network-smoke.mjs",".github/workflows/ci.yml typescript-sdk-wasm lane; cd sdks/typescript && npm run test:web-runtime; cd examples/typescript/feature_lab && npm run smoke:web-network","None."
I361,phase2,140,361,F25-03: TCP transport layer,OPEN,true,alpha-post-scope-in-140,Explicitly deferred by #140 for post-alpha work; this is an allowed deferral and not a missed Phase 0-2 deliverable.,Should remain documented as deferred rather than shipped.,No alpha SDK or FFI surface is required for this deferred item.,No example parity is required for a deferred item.,Leave open as deferred post-alpha scope.,low,#140 deferred list; .claude/specs/alpha-001-phase0-2-audit.md,n/a - explicitly deferred by parent issue scope,No action needed for alpha beyond keeping the deferral explicit.
I366,phase2,140,366,F25-05: WebRTC data channels,OPEN,true,alpha-post-scope-in-140,Explicitly deferred by #140 for post-alpha work; this is an allowed deferral and not a missed Phase 0-2 deliverable.,Should remain documented as deferred rather than shipped.,No alpha SDK or FFI surface is required for this deferred item.,No example parity is required for a deferred item.,Leave open as deferred post-alpha scope.,low,#140 deferred list; .claude/specs/alpha-001-phase0-2-audit.md,n/a - explicitly deferred by parent issue scope,No action needed for alpha beyond keeping the deferral explicit.
I378,phase2,140,378,F25-08: Peer-to-peer architecture,OPEN,true,alpha-post-scope-in-140,Explicitly deferred by #140 for post-alpha work; this is an allowed deferral and not a missed Phase 0-2 deliverable.,Should remain documented as deferred rather than shipped.,No alpha SDK or FFI surface is required for this deferred item.,No example parity is required for a deferred item.,Leave open as deferred post-alpha scope.,low,#140 deferred list; .claude/specs/alpha-001-phase0-2-audit.md,n/a - explicitly deferred by parent issue scope,No action needed for alpha beyond keeping the deferral explicit.
I380,phase2,140,380,F25-10: Rollback netcode,OPEN,true,alpha-post-scope-in-140,Explicitly deferred by #140 for post-alpha work; this is an allowed deferral and not a missed Phase 0-2 deliverable.,Should remain documented as deferred rather than shipped.,No alpha SDK or FFI surface is required for this deferred item.,No example parity is required for a deferred item.,Leave open as deferred post-alpha scope.,low,#140 deferred list; .claude/specs/alpha-001-phase0-2-audit.md,n/a - explicitly deferred by parent issue scope,No action needed for alpha beyond keeping the deferral explicit.
I382,phase2,140,382,F25-12: RPC framework,OPEN,true,alpha-post-scope-in-140,Explicitly deferred by #140 for post-alpha work; this is an allowed deferral and not a missed Phase 0-2 deliverable.,Should remain documented as deferred rather than shipped.,No alpha SDK or FFI surface is required for this deferred item.,No example parity is required for a deferred item.,Leave open as deferred post-alpha scope.,low,#140 deferred list; .claude/specs/alpha-001-phase0-2-audit.md,n/a - explicitly deferred by parent issue scope,No action needed for alpha beyond keeping the deferral explicit.
I356,phase2,140,356,F25-01: NetworkProvider trait design (RFC),CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I358,phase2,140,358,F25-02: UDP transport layer,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I364,phase2,140,364,F25-04: WebSocket transport,CLOSED,false,,"Closed on GitHub: native WebSocket transport now supports ws:// and wss://, and the web target uses a truthful browser-compatible client path.","Web docs state client-only behavior and call out unsupported hosting.","Desktop/native and web SDK wrappers are generated, and acceptance now has executed browser runtime proof against a live host.","A dedicated browser runtime smoke case now exists for parity evidence.","Closed with tracker comment linking the native ws/wss tests and browser runtime smoke evidence.",critical,"goud_engine/src/libs/providers/impls/ws_network.rs; goud_engine/src/wasm/network.rs; sdks/typescript/test/web-network-runtime-smoke.test.mjs; examples/typescript/feature_lab/web-network-smoke.mjs; docs/src/guides/web-platform-gotchas.md","cargo test ws_network -- --nocapture; cargo test test_networking_sim_provider_drops_real_websocket_packets -- --nocapture; cd sdks/typescript && npm run test:web-runtime; cd examples/typescript/feature_lab && npm run smoke:web-network","None."
I374,phase2,140,374,F25-06: Serialization framework,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I376,phase2,140,376,F25-07: Client-server architecture,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I379,phase2,140,379,F25-09: State synchronization,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I381,phase2,140,381,F25-11: Lobby and matchmaking,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I383,phase2,140,383,F25-13: Network simulation tools,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I384,phase2,140,384,F25-14: Network debug overlay,CLOSED,false,,,,,,,,,,audit child scope/docs/sdk/examples against repo and ci evidence
I385,phase2,140,385,F25-15: Expose networking via FFI,CLOSED,false,"Core networking FFI exports are present and now back a generated public SDK surface across C#, Python, and TS","Feature docs exist, though tracker-level parity commentary still needs reconciliation",Generated wrapper contract is now aligned with the FFI layer,Feature Lab provides parity smoke coverage rather than a dedicated multiplayer sample,Close issue comments should be updated to match the generated-wrapper outcome,high,goud_engine/src/ffi/network.rs; sdks/csharp/NetworkManager.cs; sdks/python/goud_engine/networking.py; sdks/typescript/src/shared/network.ts,python3 codegen/validate_coverage.py; python3 sdks/python/test_bindings.py; bash scripts/clean-room-regenerate.sh,Reconcile issue comment/history with W2-005 outcome,
I386,phase2,140,386,F25-16: Networking in all SDKs,CLOSED,false,,"Closed on GitHub: networking wrappers and end-to-end tests now pass across the supported SDKs, including the generated web path.","SDK docs describe current networking behavior, including web client-only limits.","C#, Python, TypeScript desktop, and TypeScript web wrappers are generated and verified.","Browser networking parity evidence now includes a dedicated runtime smoke pass.","Closed with tracker comment referencing the cross-language test matrix and generated wrapper ownership.",critical,"sdks/csharp/NetworkManager.cs; sdks/python/goud_engine/networking.py; sdks/typescript/src/shared/network.ts; sdks/typescript/src/generated/web/index.g.ts; sdks/typescript/test/web-network-runtime-smoke.test.mjs","python3 sdks/python/test_network_loopback.py; DOTNET_ROOT_X64=/usr/local/share/dotnet/x64 /usr/local/share/dotnet/x64/dotnet test sdks/csharp.tests/GoudEngine.Tests.csproj -v minimal; cd sdks/typescript && npm test; cd examples/typescript/feature_lab && npm run smoke:web-network","None."
